otu,Domain,Phylum,Class,Order,Family,Genus,Species
FR837911.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Phacidiales,f__Phacidiaceae,g__Phacidium,s__Phacidium_lacerum
AY999118.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Sordariales,f__Schizotheciaceae,g__Schizothecium,s__Schizothecium_carpinicola
KM246173.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Chaetothyriales,f__unidentified,g__Strelitziana,s__Strelitziana_eucalypti
KX287274.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Acrodontium,s__Acrodontium_luzulae
LC516619.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Atheliales,f__Atheliaceae,g__Athelia,s__Athelia_epiphylla
AY515358.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Sordariales,f__Podosporaceae,g__Podospora,s__Podospora_dakotensis
KT186372.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Orbiliales,f__unidentified,g__Mycoceros,s__Mycoceros_antennatissimus
AY198240.3,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Peronospora,s__Peronospora_violae
MT185540.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Neopyrenochaetaceae,g__Neopyrenochaeta,s__Neopyrenochaeta_maesuayensis
JN228221.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Cantharellales,f__Hydnaceae,g__Clavulina,s__Clavulina_subrugosa
EU523581.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Inocybe_hirtella
MT935175.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_kauffmanianus
MN751323.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_semivestitus
HE649391.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_brevicompactum
KR870833.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Diaporthales,f__Valsaceae,g__Phomopsis,s__Phomopsis_lactucae
MN751007.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_balaustinus
AF391001.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Lepiota,s__Lepiota_spheniscispora
KU685749.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Hydnangiaceae,g__Laccaria,s__Laccaria_trullisata
U56042.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_trappei
MK442583.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__unidentified,g__Fuscostagonospora,s__Fuscostagonospora_banksiae
KP165552.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_subserratissimus
KF225611.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Diaporthales,f__Valsaceae,g__Cytospora,s__Cytospora_atrocirrhata
AY176491.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Lepiota,s__Lepiota_subincarnata
KC669290.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Strophariaceae,g__Psilocybe,s__Psilocybe_mescaleroensis
HQ222028.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Strophariaceae,g__Pholiota,s__Pholiota_tennesseensis
MZ398015.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,s__Coprinopsis_jilinensis
MH299787.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_alboluteus
MH872962.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__unidentified,g__Aaosphaeria,s__Aaosphaeria_arxii
JX398987.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Sporocadaceae,g__Neopestalotiopsis,s__Neopestalotiopsis_foedans
MT935140.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_hirtus
MH697849.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__unidentified,g__Hemistropharia,s__Hemistropharia_subalbocrenulata
HQ714761.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Hymenogastraceae,g__Alnicola,s__Alnicola_sphagneti
KF732423.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Thaxterogaster,s__Thaxterogaster_scaurus
KC608586.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_nauseosouraceus
HQ643728.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Pythiales,f__Pythiaceae,g__Globisporangium,s__Globisporangium_paddicum
FJ827713.1,k__Eukaryota,p__Chytridiomycota,c__Opisthokonta,o__Spizellomycetales,f__Spizellomycetaceae,g__Gaertneriomyces,s__Gaertneriomyces_tenuis
KM085408.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_xanthocephalus
MT112151.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_pinisquamulosus
MZ484539.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Hymenochaetaceae,g__Phellinus,s__Phellinus_turbinatus
MN176987.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__unidentified,g__Bonomyces,s__Bonomyces_sinopicus
MT935314.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_praestigiosus
KX574471.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Gomphales,f__Gomphaceae,g__Ramaria,s__Ramaria_botrytis
EU030177.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Cerrenaceae,g__Cerrena,s__Cerrena_caperata
MF774333.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Xylariaceae,g__Xylaria,s__Xylaria_acericola
MT935029.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_epipurrus
KM406972.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Tricholomataceae,g__Pseudoarmillariella,s__Pseudoarmillariella_ectypoides
LN850570.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Entolomataceae,g__Entoloma,s__Entoloma_lupinum
JQ906753.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_miwok
KJ415542.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__Curvularia_bannonii
JQ700296.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Fomitopsidaceae,g__Daedalea,s__Daedalea_quercina
KX772611.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Hygrophoraceae,g__Cora,s__Cora_putumayensis
EU307980.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Saccharomycetales,f__Phaffomycetaceae,g__Cyberlindnera,s__Cyberlindnera_sargentensis
FJ775550.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Hymenochaetaceae,g__Porodaedalea,s__Porodaedalea_cedrina
FJ904131.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Inocybaceae,g__Pseudosperma,s__Pseudosperma_flavellum
JF908477.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Mycenaceae,g__Mycena,s__Mycena_rebaudengoi
KT357471.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Gomphales,f__Gomphaceae,g__Ramaria,s__Ramaria_luteovernalis
HQ643767.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Pythiales,f__Pythiaceae,g__Globisporangium,s__Globisporangium_rostratum
JX975923.1,k__Eukaryota,p__Mucoromycota,c__Opisthokonta,o__Mortierellales,f__Mortierellaceae,g__Actinomortierella,s__Actinomortierella_capitata
KP192608.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Lyophyllaceae,g__Lyophyllum,s__Lyophyllum_crassipodium
MH784781.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_conterminus
HG007976.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Strophariaceae,g__Pholiota,s__Pholiota_highlandensis
KX900867.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Postiaceae,g__Cyanosporus,s__Cyanosporus_fusiformis
KP192582.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Lyophyllaceae,g__Lyophyllum,s__Lyophyllum_cf._aemiliae_AB04-10-467
MW898000.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Tulostoma,s__Tulostoma_striatum
KX964575.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_serratissimus
KP137505.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_caesioarmeniacus
JF742659.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Phlegmacium,s__Phlegmacium_callimorphum
MT177935.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Diaporthales,f__Valsaceae,g__Cytospora,s__Cytospora_globosa
MF951401.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Zasmidium,s__Zasmidium_gupoyu
MW581221.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Schizoporaceae,g__Xylodon,s__Xylodon_heterocystidiatus
MT935572.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_umbrinolens
MF169524.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Diaporthales,f__Diaporthaceae,g__Diaporthe,s__Diaporthe_nobilis
FJ889450.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Diaporthales,f__Diaporthaceae,g__Diaporthe,s__Diaporthe_cotoneastri
KF878381.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Strophariaceae,g__Pholiota,s__Pholiota_olivaceophylla
L54107.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Suillaceae,g__Suillus,s__Suillus_pseudobrevipes
KC964108.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Mythicomycetaceae,g__Mythicomyces,s__Mythicomyces_corneipes
MT935305.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_pilatii
AJ557336.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Serpulaceae,g__Serpula,s__Serpula_himantioides
KJ415528.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Bipolaris,s__Bipolaris_gossypina
AF324170.2,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Phallales,f__Phallaceae,g__Phallus,s__Phallus_rugulosus
KU144787.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Boletaceae,g__Xerocomellus,s__Xerocomellus_mendocinensis
HQ331450.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Clavicipitaceae,g__Metarhizium,s__Metarhizium_pinghaense
MZ580478.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_anomalomontanus
KT122396.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Boletaceae,g__Rubroboletus,s__Rubroboletus_pulcherrimus
KX302250.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_caninus
OM470970.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Pucciniales,f__Pucciniaceae,g__Puccinia,s__Puccinia_glechomatis
MT123903.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Lepiota,s__Lepiota_ignicolor
MZ568645.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_albomalus
MK673054.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Diaporthales,f__Valsaceae,g__Cytospora,s__Cytospora_cinnamomea
KX964463.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_cyprinus
KC412007.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Pezizellaceae,g__Calycina,s__Calycina_lactea
AY843109.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Constantinomyces,s__Constantinomyces_nebulosus
KP757756.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Sporocadaceae,g__Hyalotiella,s__Hyalotiella_spartii
MN781990.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Mycenaceae,g__Mycena,s__Mycena_acicula
KU355475.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Boletaceae,g__Xerocomellus,s__Xerocomellus_poederi
MF797859.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Inocybe_leptocystis
KF732319.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Phlegmacium,s__Phlegmacium_griseocoeruleum
FR667231.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Hamatocanthoscyphaceae,g__Stipitochalara,s__Stipitochalara_piceae-abietis
MT934907.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_biformis
KX388638.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_fulvescentoideus
KF732398.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Phlegmacium,s__Phlegmacium_pseudonebulare
MH152338.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Hymenochaetaceae,g__Porodaedalea,s__Porodaedalea_microsperma
MG136830.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_heterodepressus
KP165543.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_uraceisporus
MT112150.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_lindstroemii
KX778711.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Nectriaceae,g__Thelonectria,s__Thelonectria_blackeriella
FN428979.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_gallurae
AF237730.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Hymenochaetaceae,g__Inonotus,s__Inonotus_cuticularis
JX046016.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Lyophyllaceae,g__Hypsizygus,s__Hypsizygus_marmoreus
KX964385.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_refectus
OM655210.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Tricholomataceae,g__Rugosomyces,s__Rugosomyces_cyanellus
KX213785.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Suillaceae,g__Suillus,s__Suillus_glandulosipes
MT822903.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Agaricus,s__Agaricus_brunneosquamulosus
KC543170.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Fomitopsidaceae,g__Antrodia,s__Antrodia_albidoides
KF048130.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_pseudofallax
JN979416.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Hypoxylaceae,g__Hypoxylon,s__Hypoxylon_erythrostroma
MH454480.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_cf._croceus
MZ413120.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Coprinus,s__Coprinus_cortinatus
JQ906746.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_eldoradoensis
MT611446.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Lachnocladiaceae,g__Scytinostroma,s__Scytinostroma_yunnanense
MW389340.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Suillaceae,g__Suillus,s__Suillus_discolor
MN089495.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Hygrophoraceae,g__Gliophorus,s__Gliophorus_psittacinus
KF748110.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Ophiostomatales,f__Ophiostomataceae,g__Leptographium,s__Leptographium_francke-grosmanniae
KR233490.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Chlorophyllum,s__Chlorophyllum_arizonicum
MF175626.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Meliolales,f__Meliolaceae,g__Meliola,s__Meliola_clerodendri-infortunati
MG787579.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Fomitopsidaceae,g__Antrodia,s__Antrodia_bambusicola
KU685639.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Hydnangiaceae,g__Laccaria,s__Laccaria_gomezii
MN738661.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Pluteaceae,g__Pluteus,s__Pluteus_minor
OM473388.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Inocybe_dulciolens
MN061295.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Entolomataceae,g__Clitopilus,s__Clitopilus_brunneiceps
KU728518.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mytilinidiales,f__Mytilinidiaceae,g__Pseudocamaropycnis,s__Pseudocamaropycnis_pini
HM562042.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Pluteaceae,g__Pluteus,s__Pluteus_brunneidiscus
MH011871.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Boletaceae,g__Imperator,s__Imperator_luteocupreus
KX964582.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_duracinus
HQ688789.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Sclerodermataceae,g__Scleroderma,s__Scleroderma_patagonicum
EU708339.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Lyophyllaceae,g__Arthromyces,s__Arthromyces_matolae
MT934900.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_badiovestitus
MK208482.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Agaricus,s__Agaricus_heterocystis
KF732473.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Phlegmacium,s__Phlegmacium_violaceomaculatum
AM882880.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Inocybe_ochroalba
AB695388.2,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Saccharomycetales,f__Phaffomycetaceae,g__Cyberlindnera,s__Cyberlindnera_samutprakarnensis
MH375700.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Lycoperdaceae,g__Lycoperdon,s__Lycoperdon_umbrinoides
KP165577.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_centrirufus
JF740222.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Leptosphaeriaceae,g__Plenodomus,s__Plenodomus_fallaciosus
HQ643707.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Pythiales,f__Pythiaceae,g__Globisporangium,s__Globisporangium_nagaii
MT550631.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Lyophyllaceae,g__Lyophyllum,s__Lyophyllum_caerulescens
AY174797.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Phlegmacium,s__Phlegmacium_saginum
KY024312.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Hymenochaetaceae,g__Porodaedalea,s__Porodaedalea_indica
MG136823.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_fulvopaludosus
HQ643482.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Pythiales,f__Pythiaceae,g__Globisporangium,s__Globisporangium_canariense
MG585279.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Hymenochaetaceae,g__Porodaedalea,s__Porodaedalea_kesiyae
KM675999.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Boletinellaceae,g__Phlebopus,s__Phlebopus_mexicanus
GU949583.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Inocybe_chondroderma
MT935480.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_suberi
DQ780364.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Cladosporiales,f__Cladosporiaceae,g__Cladosporium,s__Cladosporium_halotolerans
MT935221.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_melleopallens
MF544096.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Botryosphaeriales,f__Planistromellaceae,g__Diplochorella,s__Diplochorella_colensoi
MK404422.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Perenniporia,s__Perenniporia_mopanshanensis
MT935053.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_flabellus
AJ972467.1,k__Eukaryota,p__Mucoromycota,c__Opisthokonta,o__Entrophosporales,f__Entrophosporaceae,g__Entrophospora,s__Entrophospora_walkeri
MH508437.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Amanitaceae,g__Amanita,s__Amanita_mira
MK050403.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Sporidiobolales,f__Sporidiobolaceae,g__Rhodosporidiobolus,s__Rhodosporidiobolus_jianfalingensis
KT217364.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Hymenogastraceae,g__Hebeloma,s__Hebeloma_matritense
KX441023.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Russulaceae,g__Lactarius,s__Lactarius_citriolens
MN512326.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Inocybe_perchtana
L54098.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Suillaceae,g__Suillus,s__Suillus_punctipes
MT196971.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Thelephorales,f__Thelephoraceae,g__Thelephora,s__Thelephora_americana
KY929526.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Ustilaginales,f__Ustilaginaceae,g__Ustilago,s__Ustilago_airae-caespitosae
MW632940.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Diatrypaceae,g__Diatrype,s__Diatrype_quercicola
OK376730.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Thelephorales,f__Thelephoraceae,g__Thelephora,s__Thelephora_scissilis
DQ989329.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Tubariaceae,g__Tubaria,s__Tubaria_serrulata
MG742350.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Diaporthales,f__Valsaceae,g__Cytospora,s__Cytospora_prunicola
MK564552.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Strophariaceae,g__Pholiota,s__Pholiota_pseudosiparia
JN601031.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__Curvularia_ovariicola
